Time,Open,High,Low,Last,Change,%Chg,Volume
03/07/2019,74.68,74.795,73.77,74.42,-0.45,-0.60%,19104600
03/06/2019,75.47,75.61,74.85,74.87,-0.71,-0.94%,18468300
03/05/2019,76.11,76.2755,75.56,75.58,-0.49,-0.64%,13820500
03/04/2019,76.77,77.095,75.48,76.07,-0.34,-0.44%,19150400
03/01/2019,76.91,77.1,76.005,76.41,0.07,+0.09%,12786600
02/28/2019,76.61,76.65,76.29,76.34,-0.26,-0.34%,8531200
02/27/2019,76.17,76.67,75.89,76.6,0.3,+0.39%,8033200
02/26/2019,76.31,76.76,76.28,76.3,-0.21,-0.27%,11731000
02/25/2019,77,77.13,76.48,76.51,0.3,+0.39%,10108500
02/22/2019,75.98,76.25,75.68,76.21,0.5,+0.66%,9816900
02/21/2019,75.84,76.03,75.46,75.71,-0.31,-0.41%,6782600
02/20/2019,75.63,76.06,75.54,76.02,0.36,+0.48%,8911300
02/19/2019,75.46,75.9,75.22,75.66,-0.03,-0.04%,7994700
02/15/2019,75.15,75.7,74.99,75.69,1,+1.34%,9593200
02/14/2019,74.61,75,74.41,74.69,-0.35,-0.47%,11703700
02/13/2019,74.87,75.27,74.67,75.04,0.44,+0.59%,8134200
02/12/2019,74.02,74.755,73.87,74.6,1.14,+1.55%,8909700
02/11/2019,73.28,73.64,73.235,73.46,0.39,+0.53%,7909800
02/08/2019,72.5,73.07,72.15,73.07,0.11,+0.15%,15977000
02/07/2019,72.99,73.38,72.395,72.96,-0.5,-0.68%,15611300
02/06/2019,73.32,73.81,73.21,73.46,0.02,+0.03%,15557600
02/05/2019,72.93,73.48,72.7,73.44,0.63,+0.87%,9079100
02/04/2019,71.98,72.85,71.79,72.81,0.93,+1.29%,7688400
02/01/2019,71.98,72.41,71.685,71.88,0.11,+0.15%,11844900
01/31/2019,71.59,72.11,71.3,71.77,0.31,+0.43%,13867100
01/30/2019,71.09,71.795,70.29,71.46,1.1,+1.56%,16892400
01/29/2019,69.7,70.49,69.68,70.36,0.96,+1.38%,12384000
01/28/2019,69.07,69.435,68.78,69.4,-0.67,-0.96%,13143900
01/25/2019,69.85,70.36,69.66,70.07,0.88,+1.27%,13065900
01/24/2019,69.09,69.5,68.8,69.19,0.35,+0.51%,10361800
01/23/2019,69.19,69.55,68.07,68.84,0.1,+0.15%,13243800
01/22/2019,69.59,69.61,68.28,68.74,-1.45,-2.07%,15935200
01/18/2019,69.48,70.44,69.27,70.19,1.31,+1.90%,20020200
01/17/2019,67.44,69.26,67.35,68.88,1.16,+1.71%,22922500
01/16/2019,67.74,68.06,67.62,67.72,0.07,+0.10%,12029800
01/15/2019,67.8,68.09,67.27,67.65,-0.21,-0.31%,12517400
01/14/2019,67.37,68.165,67.16,67.86,-0.01,-0.01%,10105400
01/11/2019,67.48,67.905,67.24,67.87,-0.07,-0.10%,10691200
01/10/2019,66.79,68.02,66.49,67.94,0.91,+1.36%,8900400
01/09/2019,66.84,67.34,66.6,67.03,0.45,+0.68%,10036700
01/08/2019,66.58,66.99,65.95,66.58,0.9,+1.37%,23069700
01/07/2019,65.42,66.105,64.8,65.68,0.53,+0.81%,15193100
01/04/2019,63.69,65.27,63.69,65.15,2.38,+3.79%,19883600
01/03/2019,64.29,64.29,62.49,62.77,-1.97,-3.04%,25976200
01/02/2019,63.46,64.79,63.09,64.74,0.33,+0.51%,14687500
"Downloaded from Barchart.com as of 01-01-2024 09:16am CST"
