Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
07/27/2022,81.74,81.74,81.74,81.74,2.03,+2.55%,153,12475
07/26/2022,79.71,80.79,79.71,79.71,-0.24,-0.30%,663,12476
07/25/2022,79.95,79.95,78.12,79.95,1.65,+2.11%,735,12628
07/22/2022,78.3,79.22,78.3,78.3,-0.8,-1.01%,141,12472
07/21/2022,79.1,79.1,78.24,79.1,-1.42,-1.76%,791,12551
07/20/2022,79.99,80.52,79.75,80.52,0.01,+0.01%,426,12822
07/19/2022,80.51,80.51,79.04,80.51,0.4,+0.50%,214,12943
07/18/2022,80.11,80.11,76.93,80.11,3.1,+4.03%,140,12973
07/15/2022,77.01,77.36,75.73,77.01,0.96,+1.26%,204,12923
07/14/2022,76.05,76.05,74.98,76.05,-1.64,-2.11%,686,12890
07/13/2022,77.69,77.69,76.45,77.69,0.81,+1.05%,489,12684
07/12/2022,76.88,76.88,76.13,76.88,-4.3,-5.30%,269,12680
07/11/2022,81.18,81.18,78.62,81.18,1.26,+1.58%,171,12679
07/08/2022,79.92,79.92,79.92,79.92,1.58,+2.02%,590,12678
07/07/2022,78.34,78.34,75.45,78.34,2.28,+3.00%,429,12461
07/06/2022,75.6,77.2,74.53,76.06,-0.29,-0.38%,687,12411
07/05/2022,79.52,83.28,76,76.35,-6.12,-7.42%,1109,12446
07/01/2022,82.47,82.96,81.74,82.47,0.54,+0.66%,185,12105
06/30/2022,81.93,85.19,81.93,81.93,-3.08,-3.62%,166,12105
06/29/2022,86.23,86.92,85.01,85.01,-1.41,-1.63%,76,12101
06/28/2022,87.12,87.12,86.42,86.42,2.27,+2.70%,224,12082
06/27/2022,82.55,84.15,82.22,84.15,1.27,+1.53%,285,11960
06/24/2022,82.88,83.25,80.63,82.88,1.76,+2.17%,244,12014
06/23/2022,81.12,81.12,81.12,81.12,-3.2,-3.80%,136,12014
06/22/2022,84.32,84.32,82.8,84.32,-1.81,-2.10%,230,11941
06/21/2022,86.13,87.2,86.13,86.13,0.39,+0.45%,499,11888
06/17/2022,85.74,85.74,85.74,85.74,-3.88,-4.33%,452,11883
06/16/2022,89.8,89.8,88.27,89.62,0.99,+1.12%,266,11906
06/15/2022,89.07,89.07,88.63,88.63,-0.9,-1.01%,128,11936
06/14/2022,89.53,91.24,89.11,89.53,-1.35,-1.49%,101,11943
06/13/2022,90.88,90.88,89.11,90.88,0.53,+0.59%,159,11968
06/10/2022,90.35,90.35,89.3,90.35,-0.79,-0.87%,259,12015
06/09/2022,91.14,91.14,91.14,91.14,0.55,+0.61%,203,12007
06/08/2022,90.59,90.61,90.59,90.59,1.6,+1.80%,161,11902
06/07/2022,88.99,88.99,88.99,88.99,1.99,+2.29%,139,11823
06/06/2022,87,87.55,87,87,-0.27,-0.31%,12,11749
06/03/2022,87.27,87.5,86.25,87.27,0.55,+0.63%,328,11743
06/02/2022,86.72,86.72,85.12,86.72,1.09,+1.27%,124,11506
06/01/2022,85.63,85.96,85.63,85.63,0.76,+0.90%,162,11427
05/31/2022,84.87,86.51,84.87,84.87,-0.72,-0.84%,51,11304
05/27/2022,85.59,85.59,84.66,85.59,0.37,+0.43%,26,11302
05/26/2022,85.22,85.22,85.22,85.22,1.06,+1.26%,1848,11298
05/25/2022,83.62,84.16,83.62,84.16,0.5,+0.60%,131,11323
05/24/2022,83.66,83.77,83,83.66,0.35,+0.42%,205,11213
05/23/2022,83.31,83.31,83.31,83.31,1.01,+1.23%,22,11085
05/20/2022,82.3,82.3,82.26,82.3,-0.4,-0.48%,222,11085
05/19/2022,82.7,82.7,81.24,82.7,1.26,+1.55%,65,10979
05/18/2022,81.44,83.6,81.44,81.44,-1.78,-2.14%,45,10982
05/17/2022,83.22,83.77,83.22,83.22,-0.53,-0.63%,181,10985
05/16/2022,83.6,83.75,82.72,83.75,0.37,+0.44%,6,10984
05/13/2022,83.38,83.38,83.38,83.38,1.09,+1.32%,7,10984
05/12/2022,82.29,82.29,81.71,82.29,-0.44,-0.53%,4,10984
05/11/2022,82.73,82.73,82.73,82.73,3.73,+4.72%,56,10984
05/10/2022,79,80.55,79,79,-0.9,-1.13%,17,10962
05/09/2022,80.45,80.45,79.72,79.9,-3.21,-3.86%,55,10974
05/06/2022,83.11,83.11,82.53,83.11,0.44,+0.53%,63,10973
05/05/2022,82.67,83.26,82.31,82.67,0.27,+0.33%,185,11029
05/04/2022,82.4,82.4,82.4,82.4,2.56,+3.21%,5,11035
05/03/2022,79.84,79.84,79.84,79.84,-0.33,-0.41%,2,11035
05/02/2022,80.17,80.17,79.19,80.17,0.53,+0.67%,15,11033
04/29/2022,79.64,80.85,79.64,79.64,-0.71,-0.88%,336,11038
04/28/2022,80.35,80.35,79.56,80.35,0.18,+0.22%,19,11257
04/27/2022,80.17,80.27,80.03,80.17,-0.07,-0.09%,210,11255
04/26/2022,80.24,80.57,80.24,80.24,0.64,+0.80%,37,11055
04/25/2022,79.6,79.6,78.66,79.6,-1.52,-1.87%,48,11057
04/22/2022,81.12,81.12,81.11,81.12,-2.06,-2.48%,0,11079
04/21/2022,83.18,83.29,83.18,83.18,1.37,+1.67%,188,11079
04/20/2022,82.15,82.55,81.81,81.81,0.43,+0.53%,333,11013
04/19/2022,81.38,81.38,81.38,81.38,-3.44,-4.06%,349,10901
04/18/2022,84.82,84.82,84.51,84.82,-0.44,-0.52%,12,10580
04/14/2022,85.26,85.26,84.47,85.26,0.04,+0.05%,250,10568
04/13/2022,84.3,85.22,84.3,85.22,1.37,+1.63%,110,10524
04/12/2022,83.85,83.85,83.85,83.85,1.75,+2.13%,424,10530
04/11/2022,82.1,82.1,81.83,82.1,-1.46,-1.75%,28,10224
04/08/2022,83.56,83.56,82.56,83.56,0.77,+0.93%,2,10218
04/07/2022,82.79,82.79,81.84,82.79,0.91,+1.11%,515,10218
04/06/2022,81.88,83.97,81.88,81.88,-1.79,-2.14%,5996,10173
04/05/2022,83.67,83.67,83.36,83.67,-0.81,-0.96%,70,8638
04/04/2022,84.48,84.48,84.48,84.48,1.7,+2.05%,66,8576
04/01/2022,82.78,82.78,82.78,82.78,2.83,+3.54%,58,8549
03/31/2022,79.95,81.32,79.32,79.95,-0.41,-0.51%,525,8543
03/30/2022,80.36,80.36,80.36,80.36,1.76,+2.24%,246,8522
03/29/2022,78.6,78.78,76.54,78.6,-0.09,-0.11%,42,8293
03/28/2022,79.5,79.5,77.65,78.69,-2.8,-3.44%,61,8270
03/25/2022,81.49,81.49,79.17,81.49,1.25,+1.56%,3,8254
03/24/2022,81.15,81.15,80.24,80.24,-2.04,-2.48%,2,8251
03/23/2022,82.28,82.28,82.28,82.28,1.62,+2.01%,59,8251
03/22/2022,80.66,80.66,80.46,80.66,-0.49,-0.60%,109,8198
03/21/2022,81.15,81.15,81.15,81.15,2.55,+3.24%,89,8123
03/18/2022,78.6,78.6,78.6,78.6,0.31,+0.40%,58,8049
03/17/2022,78.29,78.29,78.29,78.29,3.66,+4.90%,21,7999
03/16/2022,74.63,74.63,74.63,74.63,-1.19,-1.57%,104,7994
03/15/2022,75.82,75.82,74.74,75.82,-0.66,-0.86%,154,7890
03/14/2022,76.48,76.48,76.48,76.48,-2.7,-3.41%,332,7785
03/11/2022,79.18,79.18,76.52,79.18,2.54,+3.31%,186,7630
03/10/2022,76.64,78.29,75.74,76.64,0.7,+0.92%,194,7461
03/09/2022,75.94,75.94,74.25,75.94,-5.69,-6.97%,516,7455
03/08/2022,81.63,84.24,79.85,81.63,-2.19,-2.61%,116,7199
03/07/2022,83.82,83.94,83.21,83.82,0.17,+0.20%,180,7264
03/04/2022,79.85,83.65,79.68,83.65,4.49,+5.67%,218,7293
03/03/2022,79.16,79.37,77.97,79.16,0.57,+0.73%,20,7166
03/02/2022,78.59,78.59,78.59,78.59,3.43,+4.56%,92,7167
03/01/2022,75.38,75.79,75.16,75.16,1.31,+1.77%,213,7194
02/28/2022,73.85,76.33,73.85,73.85,0.18,+0.24%,62,7104
02/25/2022,73.67,75,73.63,73.67,-0.75,-1.01%,126,7048
02/24/2022,74.42,79.27,74.13,74.42,-1.46,-1.92%,253,6967
02/23/2022,76.25,76.25,75.88,75.88,0.77,+1.03%,51,6908
02/22/2022,75.11,76.13,75.11,75.11,1.19,+1.61%,369,6867
02/18/2022,73.92,73.92,72.9,73.92,0.51,+0.69%,18,6903
02/17/2022,73.41,73.41,72.84,73.41,-0.31,-0.42%,243,6898
02/16/2022,73.72,73.72,72.82,73.72,0.68,+0.93%,5,6777
02/15/2022,73.04,73.04,72.94,73.04,-2.14,-2.85%,73,6772
02/14/2022,75.18,75.18,74.68,75.18,0.39,+0.52%,35,6772
02/11/2022,74.79,74.84,73.71,74.79,0.94,+1.27%,351,6766
02/10/2022,73.85,73.87,73.85,73.85,0.15,+0.20%,12,6760
02/09/2022,73.7,73.7,73.7,73.7,1.17,+1.61%,5,6748
02/08/2022,72.01,72.85,72.01,72.53,-0.71,-0.97%,41,6747
02/07/2022,73.24,73.24,73.24,73.24,0.37,+0.51%,26,6712
02/04/2022,72.87,72.87,72.87,72.87,0.56,+0.77%,29,6704
02/03/2022,72.31,72.31,71.07,72.31,1.05,+1.47%,5,6686
02/02/2022,71.26,71.38,71.26,71.26,0.33,+0.47%,8,6681
02/01/2022,70.93,70.93,70.55,70.93,0.02,+0.03%,38,6673
01/31/2022,70.91,70.91,70.91,70.91,0.38,+0.54%,0,6663
01/28/2022,70.53,71.12,70.53,70.53,-0.21,-0.30%,14,6663
01/27/2022,70.74,70.74,70.74,70.74,-0.41,-0.58%,16,6655
01/26/2022,71.15,71.15,71.15,71.15,0.63,+0.89%,14,6641
01/25/2022,70.52,70.52,70.52,70.52,0.96,+1.38%,1,6635
01/24/2022,69.56,69.56,69.14,69.56,-0.79,-1.12%,25,6635
01/21/2022,70.35,70.35,69.03,70.35,-0.01,-0.01%,180,6626
01/20/2022,70.36,70.36,69.48,70.36,0.81,+1.16%,45,6542
01/19/2022,69.55,69.55,69.55,69.55,0.29,+0.42%,4,6542
01/18/2022,69.26,69.4,69.26,69.26,0.87,+1.27%,111,6541
01/14/2022,68.39,68.39,68.39,68.39,0.75,+1.11%,33,6439
01/13/2022,67.64,67.64,67.64,67.64,0.04,+0.06%,3,6434
01/12/2022,67.6,67.6,67.6,67.6,0.27,+0.40%,36,6433
01/11/2022,67.33,67.33,67.33,67.33,1.51,+2.29%,31,6427
01/10/2022,65.82,65.82,65.82,65.82,-0.49,-0.74%,0,6404
01/07/2022,66.31,66.31,66.31,66.31,-0.21,-0.32%,226,6404
01/06/2022,66.52,66.52,65.84,66.52,0.41,+0.62%,9,6369
01/05/2022,66.11,66.11,66.11,66.11,-0.16,-0.24%,210,6368
01/04/2022,66.27,66.27,66.27,66.27,0.85,+1.30%,2,6246
01/03/2022,65.42,65.42,65.42,65.42,1.2,+1.87%,1,6248
12/31/2021,64.22,64.22,64.22,64.22,-1.39,-2.12%,15,6247
12/30/2021,65.61,65.61,65.61,65.61,0.19,+0.29%,2,6232
12/29/2021,65.42,65.42,65.42,65.42,0.6,+0.93%,54,6230
12/28/2021,64.82,65.07,64.82,64.82,0.01,+0.02%,0,6181
12/27/2021,64.81,64.81,63.32,64.81,1.34,+2.11%,6,6181
12/23/2021,63.47,63.47,63.47,63.47,0.73,+1.16%,0,6182
12/22/2021,62.74,62.74,62.74,62.74,-0.06,-0.10%,1270,6182
12/21/2021,62.8,62.8,62.8,62.8,1.55,+2.53%,107,5007
12/20/2021,61.25,61.25,60.63,61.25,-1.07,-1.72%,1,4912
12/17/2021,62.32,62.32,62.32,62.32,-1.38,-2.17%,0,4913
12/16/2021,63.7,63.72,63.7,63.7,0.1,+0.16%,0,4913
12/15/2021,63.6,63.6,63.52,63.6,-0.41,-0.64%,76,4913
12/14/2021,64.01,64.01,63.85,64.01,-0.2,-0.31%,0,4839
12/13/2021,64.21,64.63,64.21,64.21,-0.19,-0.30%,1,4839
12/10/2021,64.4,64.4,64.4,64.4,0.17,+0.26%,101,4839
12/09/2021,64.23,64.23,64.23,64.23,-0.95,-1.46%,0,4739
12/08/2021,65.18,65.18,65.18,65.18,0.66,+1.02%,0,4739
12/07/2021,64.52,64.52,64.52,64.52,1.85,+2.95%,5,4739
12/06/2021,62.67,62.67,62.67,62.67,1.86,+3.06%,1,4735
"Downloaded from Barchart.com as of 12-28-2023 08:51am CST"
