Time,Open,High,Low,Last,Change,%Chg,Volume
07/20/2021,399.43,406.19,397.085,403.87,6.46,+1.63%,909100
07/19/2021,397.26,398.9489,394.4401,397.41,-4.87,-1.21%,733100
07/16/2021,407.38,408.85,401.8,402.28,-3.71,-0.91%,415500
07/15/2021,409.27,409.27,403.55,405.99,-3.73,-0.91%,493400
07/14/2021,411.15,412.77,408.39,409.72,1.77,+0.43%,394300
07/13/2021,406.34,411.09,405.76,407.95,0.88,+0.22%,1364100
07/12/2021,409,409.15,405.85,407.07,-0.04,-0.01%,1240600
07/09/2021,403.14,407.5,402.3845,407.11,3.81,+0.94%,286800
07/08/2021,400.23,404.52,398.28,403.3,-3.97,-0.97%,561300
07/07/2021,408.47,408.85,404.1,407.27,1.56,+0.38%,1086000
07/06/2021,404.53,407.24,401.74,405.71,2,+0.50%,401100
07/02/2021,401.19,404.09,400.815,403.71,4.81,+1.21%,379700
07/01/2021,398.37,399.33,396.365,398.9,0.13,+0.03%,432700
06/30/2021,399.51,399.82,397.7801,398.77,-1.31,-0.33%,500400
06/29/2021,397.31,400.17,396.61,400.08,2.84,+0.71%,779400
06/28/2021,394.5,397.6977,394.5,397.24,4.19,+1.07%,440300
06/25/2021,393.97,394,392.05,393.05,-0.09,-0.02%,285300
06/24/2021,393.15,394.54,392.35,393.14,2.09,+0.53%,348100
06/23/2021,391.34,392.57,390.42,391.05,-0.27,-0.07%,256400
06/22/2021,387.53,391.47,386.99,391.32,3.72,+0.96%,339600
06/21/2021,384.3,387.81,381.38,387.6,3.42,+0.89%,585900
06/18/2021,385.31,387,383.3899,384.18,-3.1,-0.80%,918500
06/17/2021,381,388.77,380.8138,387.28,4.93,+1.29%,1414300
06/16/2021,384.3,385.51,378.25,382.35,-1.61,-0.42%,554300
06/15/2021,386.49,386.49,383.11,383.96,-2.66,-0.69%,305200
06/14/2021,383.04,386.62,381.88,386.62,4.22,+1.10%,302400
06/11/2021,380.43,382.52,379.97,382.4,2.33,+0.61%,277400
06/10/2021,377.33,380.305,376.4116,380.07,3.39,+0.90%,367800
06/09/2021,378.69,379.13,376.592,376.68,-0.2,-0.05%,182800
06/08/2021,378.19,379.98,375.31,376.88,0.66,+0.18%,232800
06/07/2021,375.46,376.42,374.49,376.22,0.52,+0.14%,504800
06/04/2021,371.22,376.201,371.22,375.7,6.97,+1.89%,342500
06/03/2021,369.6,370.93,366.75,368.73,-3.99,-1.07%,385800
06/02/2021,371.41,374.125,370.61,372.72,2.11,+0.57%,376100
06/01/2021,373.98,374.4699,369.69,370.61,-1.67,-0.45%,441200
05/28/2021,372.83,374.56,372.095,372.28,1,+0.27%,225300
05/27/2021,372.47,373.8541,371.13,371.28,-1.57,-0.42%,237500
05/26/2021,373.04,374,371.6108,372.85,0.73,+0.20%,259100
05/25/2021,373.69,374.37,371.354,372.12,0.12,+0.03%,267200
05/24/2021,368.57,373.32,368.53,372,6.36,+1.74%,738800
05/21/2021,369.44,370.1,365.34,365.64,-1.76,-0.48%,272200
05/20/2021,361.78,368.6146,361.58,367.4,7.13,+1.98%,312300
05/19/2021,353.06,360.42,352.7,360.27,1.26,+0.35%,336000
05/18/2021,362.82,363.93,358.85,359.01,-2.37,-0.66%,392800
05/17/2021,362.13,362.28,357.93,361.38,-2.74,-0.75%,335700
05/14/2021,360.03,365.28,359,364.12,8.24,+2.32%,329200
05/13/2021,355.49,359.22,352.97,355.88,4,+1.14%,499000
05/12/2021,356.84,358.9394,350.99,351.88,-10.67,-2.94%,851500
05/11/2021,355.51,363.39,354.29,362.55,-0.32,-0.09%,806100
05/10/2021,371.03,371.03,362.76,362.87,-9.63,-2.59%,449800
05/07/2021,372.75,375,371.04,372.5,3.54,+0.96%,304700
05/06/2021,366.41,369.12,362.81,368.96,2.24,+0.61%,486200
05/05/2021,370.55,371.74,366.06,366.72,-1.1,-0.30%,331000
05/04/2021,372.32,372.32,363.6,367.82,-7.61,-2.03%,736400
05/03/2021,378.7,379.4697,374.49,375.43,-1.51,-0.40%,526600
04/30/2021,378.52,380.62,376.1,376.94,-5.5,-1.44%,370600
04/29/2021,386.8,386.8,378.5323,382.44,-1.18,-0.31%,399900
04/28/2021,385.34,385.485,383,383.62,-3.06,-0.79%,387100
04/27/2021,388.71,388.73,385.57,386.68,-1.36,-0.35%,451800
04/26/2021,385.03,388.25,385.03,388.04,3.12,+0.81%,436700
04/23/2021,380.04,386.32,380.04,384.92,5.53,+1.46%,229700
04/22/2021,382.5,384.99,377.62,379.39,-3.56,-0.93%,589900
04/21/2021,378.13,383.15,377.3787,382.95,3.99,+1.05%,655600
04/20/2021,382.06,383.69,376.88,378.96,-3.88,-1.01%,481300
04/19/2021,384.81,386.65,380.56,382.84,-3.65,-0.94%,369300
04/16/2021,388.04,388.04,385,386.49,-0.6,-0.16%,322700
04/15/2021,384.37,387.32,384.37,387.09,6.47,+1.70%,417400
04/14/2021,385,385.4797,379.86,380.62,-4.17,-1.08%,491900
04/13/2021,382.08,385,381.67,384.79,4.1,+1.08%,441500
04/12/2021,380.89,381.8581,378.518,380.69,-1.26,-0.33%,362500
04/09/2021,377.35,382.11,376.45,381.95,3.15,+0.83%,321600
04/08/2021,376.39,378.8,375.99,378.8,5.68,+1.52%,421000
04/07/2021,371.55,373.81,370.1,373.12,1.34,+0.36%,257800
04/06/2021,372,374.02,370.2323,371.78,-0.67,-0.18%,260900
04/05/2021,368.64,373.15,367.7923,372.45,6.48,+1.77%,531900
04/01/2021,363.24,366.1001,363,365.97,7.48,+2.09%,405700
03/31/2021,355.02,360.92,355.02,358.49,5.84,+1.66%,437500
03/30/2021,352.62,353.26,349.52,352.65,-2.25,-0.63%,282100
03/29/2021,356.76,357.73,352.86,354.9,-2.69,-0.75%,431400
03/26/2021,349.3,357.968,349.09,357.59,7.7,+2.20%,366600
03/25/2021,347.82,350.99,344.8,349.89,0.08,+0.02%,438200
03/24/2021,357.39,357.43,349.81,349.81,-5.45,-1.53%,364100
03/23/2021,358.94,360.225,354.2583,355.26,-2.7,-0.75%,302400
03/22/2021,353.02,359.76,352.86,357.96,6.42,+1.83%,880500
03/19/2021,352.11,354.029,349,351.54,-0.21,-0.06%,405500
03/18/2021,358.23,359.02,351.29,351.75,-11.65,-3.21%,482200
03/17/2021,360.01,365.33,356.99,363.4,0.11,+0.03%,575800
03/16/2021,363.94,367.07,361.22,363.29,1.94,+0.54%,642500
03/15/2021,357.32,361.43,356.08,361.35,4.4,+1.23%,443200
03/12/2021,355.25,356.99,352.68,356.95,-2.62,-0.73%,401500
03/11/2021,356.18,361.475,356.18,359.57,8.67,+2.47%,538700
03/10/2021,356,357.01,350.65,350.9,-1.5,-0.43%,643900
03/09/2021,348.4,354.61,347.67,352.4,12.99,+3.83%,1076500
03/08/2021,347.96,350.14,339.12,339.41,-8.99,-2.58%,776600
03/05/2021,347.15,349.33,335.6,348.4,5.55,+1.62%,1013300
03/04/2021,350.68,353.0206,338.46,342.85,-8.97,-2.55%,1144300
03/03/2021,360.8,361.48,351.381,351.82,-9.93,-2.74%,555000
03/02/2021,369.18,369.57,361.5,361.75,-6.51,-1.77%,442100
03/01/2021,362.5,368.65,360.905,368.26,11.76,+3.30%,668100
02/26/2021,357.54,361.66,352.5,356.5,2.53,+0.71%,659800
02/25/2021,364.95,367.29,352.655,353.97,-13.65,-3.71%,675900
02/24/2021,360.66,368.02,356.8,367.62,4.99,+1.38%,671200
02/23/2021,358,364.82,350.31,362.63,-2.08,-0.57%,1148900
